property_id,borough,postcode,property_type,bedrooms,bathrooms,monthly_rent_gbp,listing_date,lease_start_date,lease_end_date,status,letting_agent,landlord_type,epc_rating,year_built,service_charge_gbp,furnished
PROP0329,Haringey,N4 3AA,Terraced House,3,2,2720,2023-02-24,2023-04-13,2024-04-12,Let,Savills,Private Landlord,C,1913,0.0,Unfurnished
PROP0330,Lambeth,SW9 4AP,Flat,3,2,3070,2023-11-05,2023-12-13,2025-12-12,Available,Hunters,Private Landlord,B,1901,279.06,Furnished
PROP0331,Haringey,N15 1AP,Terraced House,2,1,2440,2022-03-04,2022-04-03,2024-04-02,Available,Direct,Corporate Landlord,C,1967,0.0,Furnished
PROP0332,Waltham Forest,E10 9AF,Flat,2,2,1980,2023-06-16,2023-06-29,2024-06-28,Available,Direct,Housing Association,B,1971,224.76,Unfurnished
PROP0333,Waltham Forest,E11 7AN,Flat,3,2,2440,2023-12-21,2024-02-08,2025-02-07,Under Offer,Knight Frank,Housing Association,C,1984,47.45,Part Furnished
PROP0334,Lewisham,SE23 4AP,Maisonette,2,1,2330,2022-11-29,2022-12-29,2023-12-29,Void,Direct,Corporate Landlord,E,1927,112.52,Part Furnished
PROP0335,Hammersmith and Fulham,SW6 3AG,Detached House,4,3,5710,2023-02-11,2023-02-18,2025-02-17,Let,Hunters,Private Landlord,A,1938,0.0,Furnished
PROP0336,Lambeth,SW2 8AH,Studio,0,1,1350,2023-12-08,2024-02-05,2025-02-04,Under Offer,Knight Frank,Private Landlord,B,1917,0.0,Unfurnished
PROP0337,Camden,WC1 6AL,Studio,0,1,1550,2022-11-04,2022-11-16,2024-11-15,Let,Countrywide,Private Landlord,B,1962,0.0,Part Furnished
PROP0338,Waltham Forest,E17 7AJ,Semi-Detached House,3,2,2880,2022-02-08,2022-04-02,2024-04-01,Let,Foxtons,Corporate Landlord,B,2011,0.0,Furnished
PROP0339,Waltham Forest,E11 3AH,Semi-Detached House,4,4,3420,2023-10-10,2023-11-10,2024-11-09,Let,Foxtons,Corporate Landlord,E,1989,0.0,Furnished
PROP0340,Southwark,SE1 3AH,Flat,2,1,2510,2023-08-13,2023-09-21,2024-09-20,Let,Hunters,Estate Agency,B,1960,171.43,Furnished
PROP0341,Greenwich,SE3 4AN,Terraced House,2,1,2450,2023-12-16,2023-12-31,2024-12-30,Let,Countrywide,Estate Agency,E,1931,0.0,Furnished
PROP0342,Tower Hamlets,E3 4AH,Flat,2,1,2550,2023-08-13,2023-08-25,2024-08-24,Available,Direct,Corporate Landlord,C,1976,196.62,Unfurnished
PROP0343,Southwark,SE15 2AB,Maisonette,3,2,3280,2023-03-28,2023-04-06,2024-04-05,Let,Purplebricks,Housing Association,A,1931,284.68,Furnished
PROP0344,Ealing,W13 4AN,Studio,0,1,1030,2023-12-12,2024-02-08,2025-02-07,Let,Haart,Private Landlord,C,1926,0.0,Part Furnished
PROP0345,Greenwich,SE3 3AA,Studio,0,1,1220,2022-05-25,2022-07-15,2024-07-14,Available,Direct,Private Landlord,C,1925,0.0,Part Furnished
PROP0346,Newham,E6 5AJ,Flat,2,1,2020,2022-03-10,2022-04-10,2024-04-09,Let,Purplebricks,Private Landlord,C,1948,152.56,Part Furnished
PROP0347,Tower Hamlets,E1 9AG,Maisonette,2,1,2610,2022-07-10,2022-07-29,2024-07-28,Under Offer,Foxtons,Private Landlord,C,1962,118.02,Furnished
PROP0348,Hackney,E8 9AG,Flat,2,1,2570,2022-08-30,2022-10-08,2023-10-08,Void,Hunters,Estate Agency,C,1919,102.54,Unfurnished
PROP0349,Haringey,N8 5AP,Flat,2,1,2190,2023-09-20,2023-11-06,2025-11-05,Let,Countrywide,Housing Association,C,1957,162.67,Furnished
PROP0350,Haringey,N4 3AH,Flat,3,2,2740,2022-05-22,2022-06-17,2024-06-16,Available,Knight Frank,Estate Agency,B,1971,159.89,Part Furnished
PROP0351,Tower Hamlets,E1 2AE,Flat,1,1,1750,2022-11-23,2022-12-26,2023-12-26,Let,Hunters,Housing Association,B,1903,228.73,Part Furnished
PROP0352,Newham,E6 9AP,Flat,3,2,2330,2022-08-26,2022-09-16,2024-09-15,Let,Savills,Estate Agency,D,1991,194.87,Furnished
PROP0353,Ealing,W13 4AF,Terraced House,4,4,3080,2022-08-20,2022-08-29,2023-08-29,Void,Foxtons,Corporate Landlord,C,1908,0.0,Furnished
PROP0354,Hammersmith and Fulham,SW6 6AJ,Maisonette,2,1,2810,2022-11-29,2023-01-04,2024-01-04,Let,Foxtons,Estate Agency,E,1967,192.42,Part Furnished
PROP0355,Brent,NW10 1AF,Flat,1,1,1510,2022-02-13,2022-03-07,2024-03-06,Let,Foxtons,Estate Agency,C,1956,119.41,Unfurnished
PROP0356,Brent,NW10 8AB,Studio,0,1,1080,2022-10-29,2022-12-14,2023-12-14,Available,Knight Frank,Estate Agency,E,1914,0.0,Furnished
PROP0357,Brent,NW6 2AG,Semi-Detached House,4,3,3400,2023-02-28,2023-03-27,2024-03-26,Let,Haart,Housing Association,C,1988,0.0,Part Furnished
PROP0358,Hammersmith and Fulham,SW6 7AN,Detached House,4,3,5970,2022-04-04,2022-04-18,2024-04-17,Let,Purplebricks,Private Landlord,B,1948,0.0,Part Furnished
PROP0359,Wandsworth,SW12 5AG,Flat,1,1,1810,2023-11-07,2023-11-23,2024-11-22,Under Offer,Knight Frank,Private Landlord,D,1936,187.94,Furnished
PROP0360,Hammersmith and Fulham,SW6 8AF,Flat,1,1,2090,2022-09-17,2022-09-24,2023-09-24,Let,Haart,Private Landlord,C,1975,197.84,Unfurnished
PROP0361,Wandsworth,SW11 3AA,Terraced House,2,2,2850,2022-10-12,2022-11-27,2024-11-26,Available,Countrywide,Private Landlord,C,1904,0.0,Furnished
PROP0362,Ealing,UB6 5AP,Flat,3,2,2430,2022-03-31,2022-04-10,2023-04-10,Let,Knight Frank,Housing Association,E,1922,289.89,Part Furnished
PROP0363,Newham,E13 8AE,Terraced House,2,2,2250,2022-11-27,2022-12-27,2023-12-27,Void,Direct,Private Landlord,B,1988,0.0,Unfurnished
PROP0364,Camden,WC1 5AJ,Terraced House,3,2,3730,2022-03-01,2022-03-14,2024-03-13,Available,Savills,Estate Agency,C,1933,0.0,Part Furnished
PROP0365,Newham,E15 4AG,Maisonette,2,2,2020,2023-05-24,2023-07-03,2025-07-02,Available,Haart,Housing Association,C,1900,35.46,Unfurnished
PROP0366,Haringey,N4 4AG,Studio,0,1,1230,2023-09-23,2023-10-26,2024-10-25,Let,Purplebricks,Housing Association,C,2001,0.0,Furnished
PROP0367,Islington,N1 6AH,Flat,3,2,3660,2022-04-27,2022-06-16,2023-06-16,Let,Foxtons,Housing Association,D,2017,142.35,Furnished
PROP0368,Haringey,N15 5AP,Flat,1,1,1540,2023-07-04,2023-08-01,2024-07-31,Void,Direct,Private Landlord,C,1971,160.77,Furnished
PROP0369,Newham,E15 7AE,Semi-Detached House,3,3,3100,2022-10-15,2022-12-14,2023-12-14,Let,Direct,Housing Association,B,2010,0.0,Unfurnished
PROP0370,Waltham Forest,E17 4AN,Studio,0,1,980,2023-02-28,2023-03-12,2024-03-11,Under Offer,Purplebricks,Estate Agency,C,1922,0.0,Furnished
PROP0371,Camden,NW3 8AN,Studio,0,1,1730,2023-03-31,2023-05-09,2024-05-08,Void,Knight Frank,Housing Association,C,1999,0.0,Unfurnished
PROP0372,Southwark,SE5 9AB,Studio,0,1,1450,2023-06-13,2023-08-02,2024-08-01,Let,Foxtons,Estate Agency,A,1939,0.0,Furnished
PROP0373,Haringey,N15 5AF,Studio,0,1,1130,2022-02-17,2022-03-02,2024-03-01,Void,Hunters,Private Landlord,C,1925,0.0,Furnished
PROP0374,Islington,N1 9AH,Flat,2,1,2800,2022-10-07,2022-10-23,2023-10-23,Let,Foxtons,Private Landlord,E,1940,81.32,Part Furnished
PROP0375,Brent,NW6 1AB,Flat,1,1,1420,2023-09-20,2023-10-18,2025-10-17,Let,Knight Frank,Private Landlord,D,1906,25.84,Unfurnished
PROP0376,Southwark,SE15 9AB,Detached House,5,4,6670,2023-12-18,2024-01-22,2026-01-21,Let,Purplebricks,Housing Association,D,1972,0.0,Furnished
PROP0377,Tower Hamlets,E1 4AE,Studio,0,1,1410,2023-04-12,2023-05-08,2025-05-07,Available,Haart,Estate Agency,C,2016,0.0,Unfurnished
PROP0378,Wandsworth,SW11 5AH,Flat,2,1,2330,2022-01-31,2022-02-11,2023-02-11,Let,Haart,Estate Agency,B,1965,30.88,Part Furnished
PROP0379,Brent,NW10 4AN,Flat,3,2,2390,2022-11-06,2022-12-17,2023-12-17,Let,Direct,Housing Association,B,1961,115.14,Unfurnished
PROP0380,Lambeth,SE11 2AP,Studio,0,1,1280,2023-03-22,2023-05-04,2024-05-03,Let,Countrywide,Housing Association,D,1914,0.0,Part Furnished
PROP0381,Newham,E13 1AB,Terraced House,2,1,2050,2023-02-20,2023-03-03,2025-03-02,Let,Direct,Corporate Landlord,C,2004,0.0,Furnished
PROP0382,Hammersmith and Fulham,W6 4AH,Semi-Detached House,4,4,5060,2023-11-08,2023-11-24,2024-11-23,Let,Direct,Estate Agency,C,1972,0.0,Part Furnished
PROP0383,Islington,EC1 1AH,Maisonette,2,1,3080,2022-12-19,2022-12-31,2024-12-30,Let,Direct,Housing Association,E,1906,0.25,Part Furnished
PROP0384,Ealing,W13 7AJ,Maisonette,1,1,1970,2022-08-29,2022-10-02,2024-10-01,Available,Purplebricks,Estate Agency,E,1927,198.75,Unfurnished
PROP0385,Southwark,SE15 1AE,Flat,2,1,2550,2022-06-07,2022-07-02,2024-07-01,Let,Foxtons,Private Landlord,D,1984,131.02,Furnished
PROP0386,Tower Hamlets,E14 8AJ,Flat,2,1,2630,2023-12-14,2024-01-28,2025-01-27,Available,Haart,Estate Agency,C,1928,55.74,Part Furnished
PROP0387,Hackney,N16 8AH,Semi-Detached House,4,4,4710,2022-10-03,2022-11-05,2024-11-04,Available,Foxtons,Private Landlord,B,1974,0.0,Unfurnished
PROP0388,Waltham Forest,E11 9AP,Flat,3,2,2360,2022-03-22,2022-05-01,2024-04-30,Let,Haart,Private Landlord,C,1978,15.83,Unfurnished
PROP0389,Greenwich,SE3 3AA,Studio,0,1,1210,2023-04-26,2023-06-08,2025-06-07,Let,Purplebricks,Corporate Landlord,C,1993,0.0,Part Furnished
PROP0390,Islington,EC1 2AE,Flat,2,1,2590,2022-02-22,2022-04-12,2023-04-12,Void,Foxtons,Corporate Landlord,E,1909,255.43,Unfurnished
PROP0391,Islington,EC1 3AG,Flat,2,1,2890,2022-01-15,2022-03-10,2023-03-10,Available,Knight Frank,Estate Agency,C,1962,54.24,Part Furnished
PROP0392,Ealing,W5 8AE,Flat,1,1,1510,2022-06-07,2022-08-06,2023-08-06,Void,Direct,Estate Agency,C,1973,220.31,Unfurnished
PROP0393,Hackney,N16 7AL,Semi-Detached House,3,3,3640,2023-02-13,2023-03-22,2024-03-21,Let,Countrywide,Estate Agency,C,1918,0.0,Part Furnished
PROP0394,Ealing,W13 5AH,Terraced House,3,2,2650,2022-11-20,2022-12-30,2024-12-29,Under Offer,Savills,Corporate Landlord,C,1934,0.0,Furnished
PROP0395,Islington,N7 3AH,Semi-Detached House,3,2,4340,2022-09-05,2022-10-28,2024-10-27,Available,Countrywide,Corporate Landlord,E,1901,0.0,Part Furnished
PROP0396,Hackney,E9 4AA,Studio,0,1,1420,2023-06-22,2023-07-05,2025-07-04,Let,Countrywide,Corporate Landlord,A,1979,0.0,Furnished
PROP0397,Hackney,N16 3AB,Maisonette,1,1,2450,2023-12-27,2024-01-10,2025-01-09,Under Offer,Knight Frank,Estate Agency,B,1932,88.37,Part Furnished
PROP0398,Hammersmith and Fulham,W6 7AJ,Flat,2,1,2800,2023-12-10,2024-01-28,2025-01-27,Let,Savills,Corporate Landlord,C,1907,77.47,Unfurnished
PROP0399,Southwark,SE15 2AL,Terraced House,4,4,4100,2022-07-02,2022-08-19,2023-08-19,Let,Direct,Housing Association,C,1913,0.0,Furnished
PROP0400,Tower Hamlets,E3 3AH,Flat,2,1,2290,2023-05-25,2023-06-10,2025-06-09,Available,Foxtons,Estate Agency,D,1973,1.11,Part Furnished
PROP0401,Brent,NW10 9AH,Terraced House,4,3,3510,2022-03-13,2022-04-23,2023-04-23,Let,Haart,Private Landlord,C,1987,0.0,Unfurnished
PROP0402,Wandsworth,SW11 9AA,Flat,1,1,1800,2022-12-15,2022-12-27,2023-12-27,Void,Hunters,Housing Association,D,1984,57.3,Part Furnished
PROP0403,Wandsworth,SW11 4AA,Studio,0,1,1380,2023-05-14,2023-05-26,2025-05-25,Let,Countrywide,Housing Association,C,1962,0.0,Unfurnished
PROP0404,Tower Hamlets,E3 1AH,Studio,0,1,1370,2023-07-01,2023-08-30,2024-08-29,Under Offer,Foxtons,Private Landlord,A,1951,0.0,Furnished
PROP0405,Lambeth,SW2 3AL,Studio,0,1,1300,2023-11-26,2024-01-06,2025-01-05,Available,Countrywide,Private Landlord,A,1960,0.0,Part Furnished
PROP0406,Hackney,E8 2AL,Flat,1,1,1820,2022-02-21,2022-03-19,2023-03-19,Let,Knight Frank,Private Landlord,C,1908,241.34,Unfurnished
PROP0407,Camden,NW1 1AP,Studio,0,1,1670,2022-11-29,2022-12-13,2024-12-12,Available,Knight Frank,Corporate Landlord,B,1942,0.0,Furnished
PROP0408,Tower Hamlets,E1 7AE,Flat,2,2,2560,2023-07-21,2023-08-07,2024-08-06,Let,Foxtons,Housing Association,A,2012,146.09,Furnished
PROP0409,Hackney,E8 3AG,Flat,1,1,1970,2022-10-18,2022-11-20,2024-11-19,Void,Haart,Housing Association,E,1957,123.61,Furnished
PROP0410,Newham,E13 1AN,Semi-Detached House,4,4,3540,2023-09-19,2023-10-01,2025-09-30,Void,Hunters,Corporate Landlord,C,1924,0.0,Furnished
PROP0411,Greenwich,SE10 4AB,Maisonette,3,2,3020,2023-07-07,2023-08-15,2024-08-14,Let,Countrywide,Corporate Landlord,B,1987,253.13,Unfurnished
PROP0412,Lewisham,SE13 1AN,Flat,1,1,1600,2022-10-19,2022-11-08,2023-11-08,Let,Haart,Private Landlord,B,1920,235.65,Unfurnished
PROP0413,Greenwich,SE10 6AF,Flat,1,1,1620,2023-08-17,2023-09-13,2024-09-12,Let,Purplebricks,Housing Association,B,1930,221.32,Furnished
PROP0414,Wandsworth,SW12 6AE,Studio,0,1,1340,2023-05-12,2023-05-22,2024-05-21,Let,Haart,Housing Association,D,1992,0.0,Furnished
PROP0415,Haringey,N8 8AJ,Terraced House,3,3,2740,2022-02-02,2022-03-25,2024-03-24,Let,Knight Frank,Private Landlord,B,1997,0.0,Unfurnished
PROP0416,Lambeth,SW9 9AL,Studio,0,1,1220,2023-10-16,2023-12-01,2024-11-30,Available,Countrywide,Private Landlord,C,1975,0.0,Unfurnished
PROP0417,Ealing,UB6 1AJ,Terraced House,2,1,2210,2022-09-10,2022-10-02,2023-10-02,Let,Countrywide,Housing Association,A,1905,0.0,Unfurnished
PROP0418,Waltham Forest,E10 2AN,Studio,0,1,1040,2023-02-08,2023-03-17,2025-03-16,Void,Haart,Estate Agency,A,1988,0.0,Part Furnished
PROP0419,Wandsworth,SW18 8AP,Maisonette,1,1,2170,2023-10-26,2023-11-07,2024-11-06,Let,Hunters,Housing Association,A,1958,139.13,Furnished
PROP0420,Ealing,UB6 6AN,Detached House,4,3,4270,2023-12-22,2024-02-07,2025-02-06,Under Offer,Savills,Estate Agency,A,1937,0.0,Unfurnished
PROP0421,Brent,NW10 6AA,Flat,3,2,2600,2022-08-01,2022-09-27,2024-09-26,Let,Purplebricks,Private Landlord,B,1949,109.68,Part Furnished
PROP0422,Hackney,E8 9AB,Terraced House,3,2,3510,2022-03-10,2022-04-21,2024-04-20,Void,Knight Frank,Corporate Landlord,D,1994,0.0,Part Furnished
PROP0423,Ealing,W5 2AH,Maisonette,1,1,1940,2022-11-25,2022-12-24,2023-12-24,Let,Direct,Corporate Landlord,C,1957,145.87,Part Furnished
PROP0424,Ealing,W13 2AB,Flat,3,2,2640,2022-10-27,2022-12-01,2024-11-30,Let,Savills,Housing Association,D,2014,53.64,Furnished
PROP0425,Tower Hamlets,E3 9AE,Flat,1,1,1780,2022-06-04,2022-06-24,2024-06-23,Under Offer,Foxtons,Corporate Landlord,D,1944,126.04,Part Furnished
PROP0426,Haringey,N15 6AL,Flat,1,1,1430,2022-08-26,2022-10-25,2024-10-24,Available,Direct,Corporate Landlord,E,2007,164.54,Unfurnished
PROP0427,Islington,EC1 5AL,Semi-Detached House,3,3,4350,2022-08-21,2022-09-27,2023-09-27,Under Offer,Foxtons,Housing Association,B,1979,0.0,Furnished
PROP0428,Waltham Forest,E17 3AL,Terraced House,3,3,2690,2023-12-11,2024-01-29,2025-01-28,Let,Savills,Private Landlord,C,1947,0.0,Furnished
PROP0429,Lambeth,SW2 1AJ,Semi-Detached House,3,2,3350,2022-12-19,2023-01-04,2024-01-04,Let,Knight Frank,Corporate Landlord,D,1998,0.0,Furnished
PROP0430,Lewisham,SE6 3AP,Maisonette,1,1,2110,2023-07-14,2023-08-22,2024-08-21,Available,Hunters,Estate Agency,D,1943,206.74,Part Furnished
PROP0431,Lewisham,SE6 2AH,Maisonette,1,1,1980,2022-11-12,2022-11-20,2023-11-20,Available,Countrywide,Estate Agency,A,1977,192.39,Part Furnished
PROP0432,Greenwich,SE10 8AH,Flat,2,2,1980,2023-07-06,2023-08-10,2025-08-09,Available,Savills,Estate Agency,E,2020,16.81,Part Furnished
PROP0433,Camden,NW1 8AJ,Terraced House,4,3,4640,2022-01-13,2022-02-07,2023-02-07,Let,Haart,Private Landlord,D,1936,0.0,Furnished
PROP0434,Brent,NW6 8AN,Detached House,4,3,4550,2022-05-23,2022-07-22,2024-07-21,Available,Knight Frank,Housing Association,C,1908,0.0,Part Furnished
PROP0435,Brent,NW2 7AG,Terraced House,2,1,2330,2022-10-07,2022-11-09,2023-11-09,Available,Knight Frank,Housing Association,E,1962,0.0,Furnished
PROP0436,Ealing,W13 5AL,Studio,0,1,1080,2023-07-27,2023-09-19,2024-09-18,Let,Foxtons,Housing Association,B,1983,0.0,Part Furnished
PROP0437,Hammersmith and Fulham,W6 6AP,Flat,1,1,2180,2023-10-23,2023-11-14,2024-11-13,Let,Hunters,Estate Agency,D,1972,130.82,Unfurnished
PROP0438,Haringey,N8 8AE,Semi-Detached House,4,4,3610,2023-08-13,2023-08-21,2024-08-20,Let,Foxtons,Housing Association,C,1920,0.0,Furnished
PROP0439,Islington,N7 3AN,Terraced House,3,3,3640,2023-06-27,2023-08-13,2024-08-12,Let,Knight Frank,Private Landlord,C,2011,0.0,Unfurnished
PROP0440,Ealing,W5 3AN,Studio,0,1,1080,2023-12-16,2024-02-05,2025-02-04,Let,Purplebricks,Housing Association,C,1947,0.0,Unfurnished
PROP0441,Wandsworth,SW12 2AB,Flat,1,1,1710,2023-05-31,2023-06-21,2024-06-20,Void,Savills,Estate Agency,B,2018,5.21,Unfurnished
PROP0442,Islington,N7 2AF,Semi-Detached House,3,2,4420,2023-09-04,2023-10-14,2024-10-13,Let,Hunters,Private Landlord,B,2009,0.0,Part Furnished
PROP0443,Southwark,SE1 8AJ,Semi-Detached House,3,3,3510,2022-03-22,2022-04-25,2024-04-24,Void,Savills,Private Landlord,A,1925,0.0,Furnished
PROP0444,Hackney,E8 2AP,Studio,0,1,1460,2023-04-26,2023-05-10,2024-05-09,Let,Hunters,Private Landlord,C,1975,0.0,Furnished
PROP0445,Southwark,SE1 1AN,Semi-Detached House,3,3,3470,2022-10-12,2022-11-25,2023-11-25,Let,Countrywide,Private Landlord,C,1991,0.0,Furnished
PROP0446,Islington,N7 3AL,Flat,3,3,3780,2022-04-12,2022-05-02,2024-05-01,Under Offer,Haart,Corporate Landlord,B,1923,250.42,Unfurnished
PROP0447,Wandsworth,SW12 5AN,Flat,1,1,1680,2022-11-18,2022-12-02,2023-12-02,Let,Knight Frank,Estate Agency,A,1910,98.43,Furnished
PROP0448,Wandsworth,SW11 8AH,Flat,3,2,2930,2023-03-31,2023-04-21,2025-04-20,Let,Direct,Housing Association,B,1901,299.62,Unfurnished
PROP0449,Haringey,N4 6AF,Flat,2,1,2090,2022-03-29,2022-04-12,2023-04-12,Let,Savills,Housing Association,C,1925,178.49,Unfurnished
PROP0450,Tower Hamlets,E3 7AL,Flat,2,1,2480,2023-08-19,2023-10-02,2024-10-01,Void,Direct,Corporate Landlord,E,1935,44.21,Unfurnished
PROP0451,Tower Hamlets,E14 1AE,Flat,2,1,2370,2022-05-18,2022-05-26,2023-05-26,Available,Savills,Estate Agency,D,1977,203.76,Furnished
PROP0452,Islington,N7 8AL,Semi-Detached House,3,3,4270,2023-06-17,2023-08-12,2024-08-11,Void,Countrywide,Corporate Landlord,E,1933,0.0,Part Furnished
PROP0453,Camden,NW3 8AA,Studio,0,1,1630,2022-02-02,2022-03-08,2023-03-08,Let,Purplebricks,Estate Agency,A,1922,0.0,Part Furnished
PROP0454,Haringey,N4 8AN,Studio,0,1,1240,2022-06-18,2022-07-26,2023-07-26,Let,Direct,Estate Agency,E,1973,0.0,Unfurnished
PROP0455,Lewisham,SE6 1AA,Semi-Detached House,3,2,2910,2022-09-27,2022-11-04,2024-11-03,Under Offer,Purplebricks,Corporate Landlord,A,1916,0.0,Unfurnished
PROP0456,Camden,NW3 6AA,Studio,0,1,1500,2023-10-03,2023-10-31,2024-10-30,Let,Purplebricks,Corporate Landlord,C,1931,0.0,Furnished
PROP0457,Haringey,N8 7AP,Flat,1,1,1440,2022-11-09,2022-11-23,2023-11-23,Let,Purplebricks,Private Landlord,E,2015,126.35,Furnished
PROP0458,Waltham Forest,E11 4AH,Terraced House,2,1,2070,2023-02-04,2023-03-03,2025-03-02,Let,Haart,Private Landlord,D,1964,0.0,Part Furnished
PROP0459,Camden,NW3 5AA,Flat,2,1,3050,2022-07-26,2022-09-02,2024-09-01,Void,Savills,Housing Association,C,1973,120.61,Furnished
PROP0460,Newham,E6 6AB,Detached House,4,3,4270,2022-04-08,2022-05-22,2023-05-22,Let,Haart,Estate Agency,C,1964,0.0,Unfurnished
PROP0461,Wandsworth,SW18 9AE,Semi-Detached House,3,3,3530,2022-09-15,2022-10-31,2024-10-30,Let,Knight Frank,Private Landlord,D,1927,0.0,Part Furnished
PROP0462,Ealing,UB6 4AH,Detached House,4,3,4480,2023-06-30,2023-08-27,2025-08-26,Under Offer,Direct,Private Landlord,D,1918,0.0,Furnished
PROP0463,Southwark,SE15 3AG,Detached House,4,3,5100,2022-03-07,2022-04-23,2023-04-23,Void,Hunters,Corporate Landlord,C,1951,0.0,Furnished
PROP0464,Tower Hamlets,E14 1AF,Flat,1,1,1980,2022-11-14,2022-12-20,2023-12-20,Available,Direct,Estate Agency,B,1934,40.93,Unfurnished
PROP0465,Brent,NW2 6AP,Studio,0,1,1150,2023-10-22,2023-10-31,2025-10-30,Let,Foxtons,Private Landlord,C,2010,0.0,Furnished
PROP0466,Hammersmith and Fulham,SW6 9AB,Maisonette,2,1,2890,2022-04-03,2022-05-05,2024-05-04,Void,Countrywide,Private Landlord,E,1985,248.69,Part Furnished
PROP0467,Islington,N1 3AB,Terraced House,2,2,3170,2022-11-17,2022-12-15,2024-12-14,Available,Countrywide,Estate Agency,B,1927,0.0,Unfurnished
PROP0468,Lewisham,SE6 3AH,Terraced House,2,1,2360,2023-12-18,2024-01-01,2024-12-31,Let,Haart,Housing Association,D,1991,0.0,Unfurnished
PROP0469,Ealing,UB6 7AG,Flat,3,3,2650,2023-11-10,2024-01-07,2025-01-06,Available,Countrywide,Corporate Landlord,C,2015,243.68,Furnished
PROP0470,Greenwich,SE10 3AL,Studio,0,1,1200,2023-02-07,2023-03-02,2024-03-01,Let,Countrywide,Corporate Landlord,C,2012,0.0,Part Furnished
PROP0471,Wandsworth,SW11 3AG,Studio,0,1,1420,2023-05-19,2023-06-25,2025-06-24,Let,Purplebricks,Estate Agency,E,1908,0.0,Unfurnished
PROP0472,Wandsworth,SW18 3AA,Semi-Detached House,4,3,4140,2023-12-13,2023-12-21,2024-12-20,Available,Knight Frank,Estate Agency,D,1925,0.0,Part Furnished
PROP0473,Islington,EC1 8AE,Flat,1,1,1970,2023-06-13,2023-08-04,2025-08-03,Void,Direct,Corporate Landlord,C,1922,206.24,Unfurnished
PROP0474,Brent,NW2 8AF,Flat,1,1,1490,2023-02-07,2023-03-10,2025-03-09,Let,Foxtons,Housing Association,C,1989,255.55,Furnished
PROP0475,Wandsworth,SW18 8AB,Semi-Detached House,4,3,4020,2023-01-12,2023-01-29,2025-01-28,Let,Direct,Estate Agency,C,1991,0.0,Furnished
PROP0476,Lambeth,SE11 4AJ,Maisonette,2,1,2470,2023-01-27,2023-02-11,2024-02-11,Under Offer,Countrywide,Corporate Landlord,B,1952,237.74,Furnished
PROP0477,Islington,N1 8AE,Maisonette,1,1,2580,2022-09-12,2022-10-12,2024-10-11,Available,Haart,Private Landlord,C,1988,119.27,Furnished
PROP0478,Waltham Forest,E17 6AP,Terraced House,4,3,3130,2022-03-16,2022-03-29,2024-03-28,Let,Purplebricks,Housing Association,A,1900,0.0,Unfurnished
PROP0479,Greenwich,SE18 8AH,Semi-Detached House,3,2,3350,2022-05-16,2022-06-27,2023-06-27,Available,Hunters,Housing Association,D,1916,0.0,Furnished
PROP0480,Camden,NW3 5AG,Detached House,4,4,5840,2022-11-17,2022-11-26,2023-11-26,Let,Hunters,Corporate Landlord,C,1966,0.0,Unfurnished
PROP0481,Wandsworth,SW11 3AA,Studio,0,1,1390,2023-05-19,2023-07-13,2024-07-12,Available,Haart,Private Landlord,C,1923,0.0,Furnished
PROP0482,Lewisham,SE6 2AE,Flat,2,1,1930,2023-05-22,2023-05-31,2024-05-30,Let,Haart,Estate Agency,B,1944,28.07,Unfurnished
PROP0483,Southwark,SE5 2AF,Studio,0,1,1380,2022-10-07,2022-11-19,2024-11-18,Available,Foxtons,Housing Association,D,1986,0.0,Furnished
PROP0484,Hammersmith and Fulham,W6 1AB,Flat,2,1,2900,2022-05-05,2022-06-06,2023-06-06,Available,Savills,Corporate Landlord,D,2006,212.31,Unfurnished
PROP0485,Lewisham,SE23 3AF,Semi-Detached House,3,2,3220,2022-12-04,2022-12-13,2024-12-12,Available,Haart,Corporate Landlord,A,2002,0.0,Part Furnished
PROP0486,Islington,EC1 2AA,Flat,1,1,1940,2023-09-09,2023-10-10,2024-10-09,Let,Knight Frank,Housing Association,C,1920,116.55,Unfurnished
PROP0487,Islington,EC1 2AH,Semi-Detached House,4,4,4640,2023-05-18,2023-07-15,2024-07-14,Available,Hunters,Housing Association,E,1925,0.0,Unfurnished
PROP0488,Lewisham,SE6 7AB,Studio,0,1,1130,2023-09-07,2023-10-11,2024-10-10,Void,Purplebricks,Housing Association,A,1965,0.0,Unfurnished
PROP0489,Lewisham,SE6 7AB,Semi-Detached House,4,3,3850,2023-05-23,2023-07-02,2025-07-01,Available,Savills,Corporate Landlord,D,1938,0.0,Furnished
PROP0490,Southwark,SE15 7AJ,Semi-Detached House,3,3,3690,2022-10-30,2022-12-12,2023-12-12,Available,Foxtons,Private Landlord,B,1959,0.0,Part Furnished
PROP0491,Waltham Forest,E10 7AA,Semi-Detached House,3,2,2710,2022-03-25,2022-05-20,2024-05-19,Let,Haart,Housing Association,B,1953,0.0,Part Furnished
PROP0492,Islington,N7 2AJ,Flat,2,1,2710,2022-09-29,2022-10-27,2023-10-27,Let,Savills,Corporate Landlord,E,1902,1.75,Furnished
PROP0493,Hackney,N16 7AG,Flat,2,1,2600,2023-11-05,2023-12-29,2025-12-28,Available,Hunters,Corporate Landlord,B,1916,40.53,Furnished
